,common name,ens id
115,Gm5414,https://www.targetvalidation.org/target/ENSG00000186081/associations
116,Pcdhac1,https://www.targetvalidation.org/target/ENSG00000248383/associations
117,Pcdhac2,https://www.targetvalidation.org/target/ENSG00000243232/associations
118,Ghrhr,https://www.targetvalidation.org/target/ENSG00000106128/associations
119,Osbpl8,https://www.targetvalidation.org/target/ENSG00000091039/associations
120,Ralgapa1,https://www.targetvalidation.org/target/ENSG00000174373/associations
121,Epb4.1l1,https://www.targetvalidation.org/target/ENSG00000159023/associations
122,Erbb2,https://www.targetvalidation.org/target/ENSG00000141736/associations
123,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
124,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
125,Masp2,https://www.targetvalidation.org/target/ENSG00000009724/associations
126,Tardbp,https://www.targetvalidation.org/target/ENSG00000120948/associations
127,Tardbp,https://www.targetvalidation.org/target/ENSG00000120948/associations
128,Cltc,https://www.targetvalidation.org/target/ENSG00000141367/associations
129,Ankib1,https://www.targetvalidation.org/target/ENSG00000001629/associations
130,BC030307,https://www.targetvalidation.org/target/Unknown/associations
131,Adamts7,https://www.targetvalidation.org/target/ENSG00000136378/associations
132,Arhgef11,https://www.targetvalidation.org/target/ENSG00000132694/associations
133,Mars,https://www.targetvalidation.org/target/ENSG00000166986/associations
134,Slc5a12,https://www.targetvalidation.org/target/ENSG00000148942/associations
135,Zc4h2,https://www.targetvalidation.org/target/ENSG00000126970/associations
136,Atg9a,https://www.targetvalidation.org/target/ENSG00000198925/associations
137,Usp7,https://www.targetvalidation.org/target/ENSG00000187555/associations
138,Ddx11,https://www.targetvalidation.org/target/ENSG00000013573/associations
139,Brsk1,https://www.targetvalidation.org/target/ENSG00000160469/associations
140,Rtn3,https://www.targetvalidation.org/target/ENSG00000133318/associations
141,Rtn3,https://www.targetvalidation.org/target/ENSG00000133318/associations
142,BC030307,https://www.targetvalidation.org/target/Unknown/associations
143,Cyp4x1,https://www.targetvalidation.org/target/ENSG00000186377/associations
144,Pid1,https://www.targetvalidation.org/target/ENSG00000153823/associations
145,ORF61,https://www.targetvalidation.org/target/Unknown/associations
146,Rab3ip,https://www.targetvalidation.org/target/ENSG00000127328/associations
147,Ces5a,https://www.targetvalidation.org/target/ENSG00000159398/associations
148,Sval3,https://www.targetvalidation.org/target/ENSG00000159763/associations
149,Kdm2b,https://www.targetvalidation.org/target/ENSG00000089094/associations
150,Rab11fip5,https://www.targetvalidation.org/target/ENSG00000135631/associations
151,Dnmt3b,https://www.targetvalidation.org/target/ENSG00000088305/associations
152,Dnmt3b,https://www.targetvalidation.org/target/ENSG00000088305/associations
153,Dnmt3b,https://www.targetvalidation.org/target/ENSG00000088305/associations
154,Senp7,https://www.targetvalidation.org/target/ENSG00000138468/associations
155,Senp7,https://www.targetvalidation.org/target/ENSG00000138468/associations
156,Senp7,https://www.targetvalidation.org/target/ENSG00000138468/associations
157,Ppp3r2,https://www.targetvalidation.org/target/ENSG00000188386/associations
158,Fam170a,https://www.targetvalidation.org/target/ENSG00000164334/associations
159,Crtc1,https://www.targetvalidation.org/target/ENSG00000105662/associations
160,Zfp386,https://www.targetvalidation.org/target/ENSG00000180787/associations
161,Zfp619,https://www.targetvalidation.org/target/ENSG00000103657/associations
162,Ckap2,https://www.targetvalidation.org/target/ENSG00000136108/associations
163,Cyp2j11,https://www.targetvalidation.org/target/ENSG00000134716/associations
164,Nlrp1a,https://www.targetvalidation.org/target/ENSG00000091592/associations
165,Usp22,https://www.targetvalidation.org/target/ENSG00000124422/associations
166,Git1,https://www.targetvalidation.org/target/ENSG00000108262/associations
167,Nlrp4g,https://www.targetvalidation.org/target/ENSG00000134569/associations
168,Fbll1,https://www.targetvalidation.org/target/ENSG00000188573/associations
169,Slc13a5,https://www.targetvalidation.org/target/ENSG00000141485/associations
170,Zfp366,https://www.targetvalidation.org/target/ENSG00000128016/associations
171,A4galt,https://www.targetvalidation.org/target/ENSG00000128274/associations
172,Rtp1,https://www.targetvalidation.org/target/ENSG00000175077/associations
173,Psg22,https://www.targetvalidation.org/target/ENSG00000242221/associations
174,AU018091,https://www.targetvalidation.org/target/Unknown/associations
175,Rragb,https://www.targetvalidation.org/target/ENSG00000083750/associations
176,9930012K11Rik,https://www.targetvalidation.org/target/ENSG00000100368/associations
177,Plekhg5,https://www.targetvalidation.org/target/ENSG00000171680/associations
178,Scarf1,https://www.targetvalidation.org/target/ENSG00000074660/associations
179,Gm5142,https://www.targetvalidation.org/target/Unknown/associations
180,Clec4b2,https://www.targetvalidation.org/target/ENSG00000166527/associations
181,Gnptab,https://www.targetvalidation.org/target/ENSG00000111670/associations
182,Sgpp2,https://www.targetvalidation.org/target/ENSG00000163082/associations
183,AA467197,https://www.targetvalidation.org/target/ENSG00000163485/associations
184,Maml3,https://www.targetvalidation.org/target/ENSG00000196782/associations
185,Celsr2,https://www.targetvalidation.org/target/ENSG00000143126/associations
186,AA415398,https://www.targetvalidation.org/target/Unknown/associations
187,BC057022,https://www.targetvalidation.org/target/Unknown/associations
188,Gm5567,https://www.targetvalidation.org/target/Unknown/associations
189,Slc28a1,https://www.targetvalidation.org/target/ENSG00000156222/associations
190,Whamm,https://www.targetvalidation.org/target/ENSG00000156232/associations
191,2610020H08Rik,https://www.targetvalidation.org/target/ENSG00000282508/associations
192,Zfp560,https://www.targetvalidation.org/target/ENSG00000147117/associations
193,Gm5617,https://www.targetvalidation.org/target/ENSG00000180425/associations
194,BC048562,https://www.targetvalidation.org/target/ENSG00000236980/associations
195,Rhox8,https://www.targetvalidation.org/target/ENSG00000101883/associations
196,Nlrp4e,https://www.targetvalidation.org/target/ENSG00000134569/associations
197,Amigo1,https://www.targetvalidation.org/target/ENSG00000181754/associations
198,Cntnap2,https://www.targetvalidation.org/target/ENSG00000174469/associations
199,Gprasp1,https://www.targetvalidation.org/target/ENSG00000198932/associations
200,5730494M16Rik,https://www.targetvalidation.org/target/ENSG00000169032/associations
201,2610008E11Rik,https://www.targetvalidation.org/target/ENSG00000163394/associations
202,Nuak1,https://www.targetvalidation.org/target/ENSG00000074590/associations
203,Asap2,https://www.targetvalidation.org/target/ENSG00000151693/associations
204,Actr3b,https://www.targetvalidation.org/target/ENSG00000133627/associations
205,Scube3,https://www.targetvalidation.org/target/ENSG00000146197/associations
206,Cxxc4,https://www.targetvalidation.org/target/ENSG00000168772/associations
207,Pik3r6,https://www.targetvalidation.org/target/ENSG00000276231/associations
208,Wapal,https://www.targetvalidation.org/target/ENSG00000062650/associations
209,Cys1,https://www.targetvalidation.org/target/ENSG00000205795/associations
210,Tacc2,https://www.targetvalidation.org/target/ENSG00000138162/associations
211,Pigu,https://www.targetvalidation.org/target/ENSG00000101464/associations
212,Gpr158,https://www.targetvalidation.org/target/ENSG00000151025/associations
213,Pla2g4c,https://www.targetvalidation.org/target/ENSG00000105499/associations
214,Znhit3,https://www.targetvalidation.org/target/ENSG00000273611/associations
215,Olfr1197,https://www.targetvalidation.org/target/ENSG00000105851/associations
216,Olfr1200,https://www.targetvalidation.org/target/Unknown/associations
217,Olfr1024,https://www.targetvalidation.org/target/Unknown/associations
218,Dbx1,https://www.targetvalidation.org/target/ENSG00000109851/associations
219,Hps5,https://www.targetvalidation.org/target/ENSG00000110756/associations
220,Hps5,https://www.targetvalidation.org/target/ENSG00000110756/associations
221,Eif4g1,https://www.targetvalidation.org/target/ENSG00000114867/associations
222,Ypel2,https://www.targetvalidation.org/target/ENSG00000175155/associations
223,Ypel4,https://www.targetvalidation.org/target/ENSG00000166793/associations
224,Sp9,https://www.targetvalidation.org/target/ENSG00000217236/associations
225,Zfp960,https://www.targetvalidation.org/target/ENSG00000158691/associations
226,Spin2,https://www.targetvalidation.org/target/ENSG00000147059/associations
227,Gm13084,https://www.targetvalidation.org/target/ENSG00000177575/associations
228,Gprasp1,https://www.targetvalidation.org/target/ENSG00000198932/associations
229,Ado,https://www.targetvalidation.org/target/ENSG00000181915/associations
230,Gm347,https://www.targetvalidation.org/target/Unknown/associations
231,Amica1,https://www.targetvalidation.org/target/ENSG00000160593/associations
232,Gm1574,https://www.targetvalidation.org/target/Unknown/associations
233,Mreg,https://www.targetvalidation.org/target/ENSG00000118242/associations
234,Gm996,https://www.targetvalidation.org/target/Unknown/associations
235,Zfp663,https://www.targetvalidation.org/target/ENSG00000198105/associations
236,Zcwpw1,https://www.targetvalidation.org/target/ENSG00000078487/associations
237,Iqsec2,https://www.targetvalidation.org/target/ENSG00000124313/associations
238,Barhl2,https://www.targetvalidation.org/target/ENSG00000143032/associations
239,Olfr132,https://www.targetvalidation.org/target/ENSG00000204694/associations
240,Olfr111,https://www.targetvalidation.org/target/ENSG00000174970/associations
241,Olfr467,https://www.targetvalidation.org/target/ENSG00000182334/associations
242,Txlna,https://www.targetvalidation.org/target/ENSG00000084652/associations
243,Smg7,https://www.targetvalidation.org/target/ENSG00000116698/associations
244,Arhgap30,https://www.targetvalidation.org/target/ENSG00000186517/associations
245,Eif2a,https://www.targetvalidation.org/target/ENSG00000134001/associations
246,Syne2,https://www.targetvalidation.org/target/ENSG00000054654/associations
247,Lmtk3,https://www.targetvalidation.org/target/ENSG00000142235/associations
248,Olfr231,https://www.targetvalidation.org/target/ENSG00000180433/associations
249,Rsrc2,https://www.targetvalidation.org/target/ENSG00000111011/associations
250,Olfr194,https://www.targetvalidation.org/target/ENSG00000184166/associations
251,Rsrc2,https://www.targetvalidation.org/target/ENSG00000111011/associations
252,Olfr1281,https://www.targetvalidation.org/target/Unknown/associations
253,Olfr366,https://www.targetvalidation.org/target/Unknown/associations
254,Olfr707,https://www.targetvalidation.org/target/ENSG00000178358/associations
255,Aebp2,https://www.targetvalidation.org/target/ENSG00000139154/associations
256,Itgb4,https://www.targetvalidation.org/target/ENSG00000132470/associations
257,Phactr1,https://www.targetvalidation.org/target/ENSG00000112137/associations
258,Phactr1,https://www.targetvalidation.org/target/ENSG00000112137/associations
259,Parl,https://www.targetvalidation.org/target/ENSG00000175193/associations
260,Inadl,https://www.targetvalidation.org/target/ENSG00000132849/associations
261,Inadl,https://www.targetvalidation.org/target/ENSG00000132849/associations
262,Zfp69,https://www.targetvalidation.org/target/ENSG00000187815/associations
263,Mcoln2,https://www.targetvalidation.org/target/ENSG00000153898/associations
264,Aga,https://www.targetvalidation.org/target/ENSG00000038002/associations
265,Gm609,https://www.targetvalidation.org/target/ENSG00000091972/associations
266,I830012O16Rik,https://www.targetvalidation.org/target/ENSG00000100368/associations
267,Rpl34,https://www.targetvalidation.org/target/ENSG00000109475/associations
268,Clec4a4,https://www.targetvalidation.org/target/ENSG00000111729/associations
269,Mtus1,https://www.targetvalidation.org/target/ENSG00000129422/associations
270,Mtus1,https://www.targetvalidation.org/target/ENSG00000129422/associations
271,Mtus1,https://www.targetvalidation.org/target/ENSG00000129422/associations
272,Kdm2b,https://www.targetvalidation.org/target/ENSG00000089094/associations
273,Zmiz2,https://www.targetvalidation.org/target/ENSG00000122515/associations
274,Erbb2ip,https://www.targetvalidation.org/target/ENSG00000112851/associations
275,Zbtb9,https://www.targetvalidation.org/target/ENSG00000213588/associations
276,Epb4.1l1,https://www.targetvalidation.org/target/ENSG00000159023/associations
277,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
278,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
279,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
280,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
281,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
282,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
283,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
284,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
285,Kcnq2,https://www.targetvalidation.org/target/ENSG00000075043/associations
286,Gm13023,https://www.targetvalidation.org/target/ENSG00000177575/associations
287,Phactr3,https://www.targetvalidation.org/target/ENSG00000087495/associations
288,Adam22,https://www.targetvalidation.org/target/ENSG00000008277/associations
289,Adam22,https://www.targetvalidation.org/target/ENSG00000008277/associations
290,Tdpoz2,https://www.targetvalidation.org/target/ENSG00000121067/associations
291,Clec3a,https://www.targetvalidation.org/target/ENSG00000166509/associations
292,Taar2,https://www.targetvalidation.org/target/ENSG00000146378/associations
293,Dusp13,https://www.targetvalidation.org/target/ENSG00000079393/associations
294,Zdhhc23,https://www.targetvalidation.org/target/ENSG00000184307/associations
295,Gsdma3,https://www.targetvalidation.org/target/ENSG00000167914/associations
296,Pabpn1l,https://www.targetvalidation.org/target/ENSG00000205022/associations
297,Spag8,https://www.targetvalidation.org/target/ENSG00000137098/associations
298,Rffl,https://www.targetvalidation.org/target/ENSG00000092871/associations
299,Noto,https://www.targetvalidation.org/target/ENSG00000214513/associations
300,Slc7a6os,https://www.targetvalidation.org/target/ENSG00000103061/associations
301,Zfp251,https://www.targetvalidation.org/target/ENSG00000198939/associations
302,Pnmal1,https://www.targetvalidation.org/target/ENSG00000182013/associations
303,Slc25a42,https://www.targetvalidation.org/target/ENSG00000181035/associations
304,D8Ertd738e,https://www.targetvalidation.org/target/ENSG00000104979/associations
305,Trpv5,https://www.targetvalidation.org/target/ENSG00000127412/associations
306,Maneal,https://www.targetvalidation.org/target/ENSG00000185090/associations
307,A830010M20Rik,https://www.targetvalidation.org/target/ENSG00000100368/associations
308,Zfp58,https://www.targetvalidation.org/target/ENSG00000213015/associations
309,Gucy2f,https://www.targetvalidation.org/target/ENSG00000101890/associations
310,Tceanc,https://www.targetvalidation.org/target/ENSG00000176896/associations
311,Armcx6,https://www.targetvalidation.org/target/ENSG00000198960/associations
312,BC080695,https://www.targetvalidation.org/target/Unknown/associations
313,Fndc3c1,https://www.targetvalidation.org/target/ENSG00000102531/associations
314,2810408M09Rik,https://www.targetvalidation.org/target/ENSG00000169032/associations
315,AY761184,https://www.targetvalidation.org/target/Unknown/associations
316,Best3,https://www.targetvalidation.org/target/ENSG00000127325/associations
317,Gm11541,https://www.targetvalidation.org/target/Unknown/associations
318,Akirin2,https://www.targetvalidation.org/target/ENSG00000135334/associations
319,Rtn1,https://www.targetvalidation.org/target/ENSG00000139970/associations
320,Rtp2,https://www.targetvalidation.org/target/ENSG00000198471/associations
321,Daam2,https://www.targetvalidation.org/target/ENSG00000146122/associations
322,Asap3,https://www.targetvalidation.org/target/ENSG00000088280/associations
323,Plekhn1,https://www.targetvalidation.org/target/ENSG00000187583/associations
324,Bnip2,https://www.targetvalidation.org/target/ENSG00000140299/associations
325,Aox3l1,https://www.targetvalidation.org/target/Unknown/associations
326,Cdh12,https://www.targetvalidation.org/target/ENSG00000154162/associations
327,Nol10,https://www.targetvalidation.org/target/ENSG00000115761/associations
328,Scaf1,https://www.targetvalidation.org/target/ENSG00000126461/associations
329,Gm1568,https://www.targetvalidation.org/target/Unknown/associations
330,Cdsn,https://www.targetvalidation.org/target/ENSG00000204539/associations
331,Thoc6,https://www.targetvalidation.org/target/ENSG00000131652/associations
332,Gm5531,https://www.targetvalidation.org/target/Unknown/associations
333,Gm5595,https://www.targetvalidation.org/target/Unknown/associations
334,Fbxw20,https://www.targetvalidation.org/target/ENSG00000119402/associations
335,Taar3,https://www.targetvalidation.org/target/ENSG00000179073/associations
336,P2ry14,https://www.targetvalidation.org/target/ENSG00000174944/associations
337,Wdr34,https://www.targetvalidation.org/target/ENSG00000119333/associations
338,Taar4,https://www.targetvalidation.org/target/Unknown/associations
339,Zfp760,https://www.targetvalidation.org/target/ENSG00000180626/associations
340,Bbs12,https://www.targetvalidation.org/target/ENSG00000181004/associations
341,Zc3h14,https://www.targetvalidation.org/target/ENSG00000100722/associations
342,Adora1,https://www.targetvalidation.org/target/ENSG00000163485/associations
343,Mxi1,https://www.targetvalidation.org/target/ENSG00000119950/associations
344,Mxi1,https://www.targetvalidation.org/target/ENSG00000119950/associations
345,Tardbp,https://www.targetvalidation.org/target/ENSG00000120948/associations
346,Tardbp,https://www.targetvalidation.org/target/ENSG00000120948/associations
347,1700001J03Rik,https://www.targetvalidation.org/target/Unknown/associations
348,Pde2a,https://www.targetvalidation.org/target/ENSG00000186642/associations
349,Zfp658,https://www.targetvalidation.org/target/ENSG00000105497/associations
350,Zfyve26,https://www.targetvalidation.org/target/ENSG00000072121/associations
351,Il4ra,https://www.targetvalidation.org/target/ENSG00000077238/associations
352,Dab2,https://www.targetvalidation.org/target/ENSG00000153071/associations
353,Bud31,https://www.targetvalidation.org/target/ENSG00000106245/associations
354,Calm5,https://www.targetvalidation.org/target/ENSG00000073921/associations
355,Kbtbd8,https://www.targetvalidation.org/target/ENSG00000163376/associations
356,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
357,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
358,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
359,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
360,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
361,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
362,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
363,Whrn,https://www.targetvalidation.org/target/ENSG00000095397/associations
364,Tmem232,https://www.targetvalidation.org/target/ENSG00000186952/associations
365,4921501E09Rik,https://www.targetvalidation.org/target/ENSG00000229613/associations
366,Adam6b,https://www.targetvalidation.org/target/ENSG00000151694/associations
367,Naaladl1,https://www.targetvalidation.org/target/ENSG00000168060/associations
368,Adam26b,https://www.targetvalidation.org/target/ENSG00000151694/associations
369,4930529F22Rik,https://www.targetvalidation.org/target/ENSG00000117586/associations
370,Zfp36l3,https://www.targetvalidation.org/target/ENSG00000128016/associations
371,Mup21,https://www.targetvalidation.org/target/Unknown/associations
372,Unc13d,https://www.targetvalidation.org/target/ENSG00000092929/associations
373,Taar5,https://www.targetvalidation.org/target/ENSG00000135569/associations
374,Armcx5,https://www.targetvalidation.org/target/ENSG00000125962/associations
375,11-Sep,https://www.targetvalidation.org/target/Unknown/associations
376,A3galt2,https://www.targetvalidation.org/target/ENSG00000184389/associations
377,Smcr7,https://www.targetvalidation.org/target/ENSG00000177427/associations
378,Brsk2,https://www.targetvalidation.org/target/ENSG00000174672/associations
379,Brsk2,https://www.targetvalidation.org/target/ENSG00000174672/associations
380,Txnip,https://www.targetvalidation.org/target/ENSG00000265972/associations
381,Il19,https://www.targetvalidation.org/target/ENSG00000142224/associations
382,Dock11,https://www.targetvalidation.org/target/ENSG00000147251/associations
383,Nrsn2,https://www.targetvalidation.org/target/ENSG00000125841/associations
384,Mcart1,https://www.targetvalidation.org/target/ENSG00000122696/associations
385,Slc38a8,https://www.targetvalidation.org/target/ENSG00000166558/associations
386,BC088983,https://www.targetvalidation.org/target/ENSG00000100985/associations
387,Abpd,https://www.targetvalidation.org/target/Unknown/associations
388,Pde1a,https://www.targetvalidation.org/target/ENSG00000115252/associations
389,Pde1a,https://www.targetvalidation.org/target/ENSG00000115252/associations
390,Ficd,https://www.targetvalidation.org/target/ENSG00000198855/associations
391,Kctd14,https://www.targetvalidation.org/target/ENSG00000151364/associations
392,Taar7b,https://www.targetvalidation.org/target/Unknown/associations
393,Taar6,https://www.targetvalidation.org/target/ENSG00000146383/associations
394,Taar7a,https://www.targetvalidation.org/target/Unknown/associations
395,Taar8a,https://www.targetvalidation.org/target/ENSG00000146385/associations
396,Taar9,https://www.targetvalidation.org/target/ENSG00000237110/associations
397,Mdc1,https://www.targetvalidation.org/target/ENSG00000137337/associations
398,Slc10a5,https://www.targetvalidation.org/target/ENSG00000253598/associations
399,Taar7e,https://www.targetvalidation.org/target/Unknown/associations
400,Ppp1r13l,https://www.targetvalidation.org/target/ENSG00000104881/associations
401,Taar8b,https://www.targetvalidation.org/target/ENSG00000146385/associations
